CaseID,CaseType,CourtLevel,FilingDate,ServiceDate,FirstHearingDate,ResolutionDate,Disposition,IsAppealed,MonetaryAmount
CIV-106352,Housing Code Violation,State,2021-11-15,2021-12-10,2022-01-14,2022-04-16,Transferred,True,81984.22
CIV-106353,Employment Dispute,Federal District,2021-03-18,2021-04-04,2021-05-10,2021-10-28,Default Judgment,True,12714.65
CIV-106354,Housing Code Violation,Municipal,2020-01-07,2020-01-14,2020-04-04,2020-08-23,Judgment for Defendant,False,14634.05
CIV-106355,Family Law,Federal District,2018-09-24,2018-09-26,2018-12-07,2019-03-07,Judgment for Defendant,True,0.0
CIV-106356,Small Claims,Federal District,2019-01-14,2019-01-19,2019-02-12,2019-08-09,Dismissed,False,0.0
CIV-106357,Contract Dispute,State,2017-11-13,2017-12-13,2018-03-09,2018-07-20,Settled,False,90915.79
CIV-106358,Contract Dispute,Federal District,2023-09-30,2023-10-20,2024-01-30,2024-05-28,Judgment for Defendant,False,72101.39
CIV-106359,Property Damage,Federal District,2019-07-31,2019-08-22,2019-11-20,2020-04-09,Dismissed,True,44316.5
CIV-106360,Employment Dispute,Appellate,2023-04-24,2023-05-09,2023-08-30,2024-02-13,Transferred,True,0.0
CIV-106361,Small Claims,Municipal,2020-05-28,2020-05-31,2020-08-17,2020-10-03,Judgment for Plaintiff,False,43305.32
CIV-106362,Eviction,Municipal,2023-10-30,2023-11-18,2024-02-08,2024-05-06,Judgment for Plaintiff,True,28422.68
CIV-106363,Property Damage,Appellate,2022-07-01,2022-07-15,2022-08-14,2022-11-17,Dismissed,True,0.0
CIV-106364,Family Law,Appellate,2017-09-16,2017-09-21,2017-11-05,2018-04-26,Settled,False,53051.08
CIV-106365,Small Claims,Federal District,2018-01-26,2018-02-20,2018-05-18,2018-07-15,Judgment for Defendant,False,14552.49
CIV-106366,Medical Malpractice,Appellate,2018-05-18,2018-05-19,2018-07-19,2018-10-17,Settled,False,84923.56
CIV-106367,Property Damage,Appellate,2021-09-21,2021-10-09,2021-12-02,2022-05-02,Transferred,False,46774.92
CIV-106368,Eviction,Federal District,2021-03-14,2021-04-13,2021-07-18,2021-11-01,Transferred,False,87371.13
CIV-106369,Housing Code Violation,Appellate,2015-02-03,2015-02-04,2015-04-29,2015-10-26,Judgment for Defendant,True,0.0
CIV-106370,Contract Dispute,Superior,2018-01-01,2018-01-22,2018-05-14,2018-09-01,Dismissed,False,31390.71
CIV-106371,Medical Malpractice,Federal District,2023-06-22,2023-07-07,2023-10-20,2024-01-15,Judgment for Defendant,False,83716.24
CIV-106372,Debt Collection,Federal District,2023-11-30,2023-12-11,2024-01-20,2024-05-26,Default Judgment,False,6619.11
CIV-106373,Family Law,State,2020-08-07,2020-08-31,2020-11-22,2021-04-14,Settled,True,43213.36
CIV-106374,Medical Malpractice,State,2019-04-01,2019-04-25,2019-07-30,2019-09-19,Settled,True,49929.42
CIV-106375,Contract Dispute,Appellate,2016-07-10,2016-07-25,2016-11-11,2017-03-14,Judgment for Defendant,False,0.0
CIV-106376,Eviction,Federal District,2022-10-09,2022-10-23,2023-01-29,2023-07-22,Transferred,True,0.0
CIV-106377,Housing Code Violation,Appellate,2016-03-19,2016-03-28,2016-05-22,2016-08-21,Transferred,True,43766.38
CIV-106378,Family Law,Superior,2015-10-16,2015-10-21,2016-02-05,2016-03-15,Dismissed,True,61380.56
CIV-106379,Medical Malpractice,Superior,2023-08-22,2023-09-20,2023-12-18,2024-02-06,Default Judgment,False,0.0
CIV-106380,Property Damage,Superior,2017-06-16,2017-07-14,2017-10-06,2017-12-15,Judgment for Plaintiff,False,43894.89
CIV-106381,Personal Injury,Superior,2017-01-18,2017-01-25,2017-02-27,2017-04-30,Transferred,False,8850.16
CIV-106382,Small Claims,Superior,2021-12-22,2022-01-17,2022-05-06,2022-10-29,Transferred,True,0.0
CIV-106383,Eviction,Municipal,2019-07-05,2019-07-24,2019-10-18,2020-01-06,Settled,True,58588.0
CIV-106384,Contract Dispute,Superior,2021-08-02,2021-09-01,2021-09-16,2022-02-16,Transferred,False,70983.71
CIV-106385,Employment Dispute,Municipal,2015-02-23,2015-03-22,2015-05-26,2015-08-17,Transferred,True,0.0
CIV-106386,Contract Dispute,Federal District,2020-10-26,2020-11-23,2021-02-03,2021-05-18,Transferred,True,82830.52
CIV-106387,Small Claims,State,2015-04-12,2015-05-04,2015-07-01,2015-12-25,Default Judgment,True,31740.01
CIV-106388,Small Claims,Federal District,2021-02-11,2021-02-26,2021-06-19,2021-11-28,Default Judgment,False,57840.47
CIV-106389,Housing Code Violation,Superior,2017-08-18,2017-08-19,2017-12-06,2018-02-21,Dismissed,False,50494.62
CIV-106390,Housing Code Violation,State,2015-07-13,2015-07-24,2015-09-21,2015-11-03,Transferred,True,15402.08
CIV-106391,Medical Malpractice,Federal District,2019-07-31,2019-08-02,2019-09-14,2020-03-01,Default Judgment,False,61519.37
CIV-106392,Debt Collection,Municipal,2021-03-09,2021-03-12,2021-05-31,2021-09-07,Default Judgment,True,94073.82
CIV-106393,Personal Injury,Federal District,2019-10-19,2019-10-31,2019-12-19,2020-05-14,Settled,False,94239.95
CIV-106394,Family Law,Superior,2022-09-16,2022-09-28,2022-11-09,2023-04-18,Default Judgment,False,40211.5
CIV-106395,Medical Malpractice,Appellate,2016-09-19,2016-09-27,2016-10-10,2016-11-21,Dismissed,False,39438.04
CIV-106396,Property Damage,State,2016-03-18,2016-03-30,2016-04-10,2016-06-03,Judgment for Plaintiff,True,63023.36
CIV-106397,Medical Malpractice,Municipal,2019-03-21,2019-04-04,2019-07-30,2019-09-12,Judgment for Plaintiff,True,0.0
CIV-106398,Employment Dispute,Superior,2019-01-17,2019-02-07,2019-04-05,2019-08-30,Judgment for Defendant,True,0.0
CIV-106399,Small Claims,Municipal,2020-05-04,2020-05-23,2020-08-30,2020-12-01,Default Judgment,False,22962.3
CIV-106400,Eviction,Superior,2016-09-14,2016-10-13,2017-01-03,2017-02-12,Settled,True,76814.42
CIV-106401,Small Claims,Municipal,2021-05-09,2021-06-02,2021-07-31,2021-09-03,Dismissed,True,90698.6
CIV-106402,Property Damage,Superior,2018-01-19,2018-02-04,2018-02-23,2018-06-11,Transferred,True,10520.72
CIV-106403,Employment Dispute,Appellate,2022-02-03,2022-02-22,2022-03-10,2022-05-12,Transferred,True,45276.78
CIV-106404,Eviction,State,2022-02-03,2022-03-05,2022-05-24,2022-07-20,Dismissed,True,26685.82
CIV-106405,Contract Dispute,State,2016-10-27,2016-11-04,2017-01-15,2017-06-30,Judgment for Plaintiff,False,20010.65
CIV-106406,Property Damage,Superior,2017-01-10,2017-01-27,2017-04-03,2017-07-09,Judgment for Defendant,False,89938.68
CIV-106407,Contract Dispute,Superior,2021-03-12,2021-03-25,2021-05-26,2021-11-08,Default Judgment,True,71695.18
CIV-106408,Eviction,Federal District,2021-03-28,2021-04-16,2021-07-19,2021-11-15,Dismissed,False,37560.5
CIV-106409,Debt Collection,State,2015-08-06,2015-09-05,2015-09-26,2016-01-14,Transferred,False,11100.26
CIV-106410,Small Claims,Superior,2022-02-16,2022-02-18,2022-04-30,2022-09-23,Default Judgment,True,0.0
CIV-106411,Medical Malpractice,Municipal,2020-12-12,2020-12-29,2021-04-21,2021-06-19,Judgment for Plaintiff,False,9719.35
CIV-106412,Debt Collection,Municipal,2021-09-09,2021-10-01,2021-12-26,2022-04-22,Judgment for Defendant,True,86833.89
CIV-106413,Property Damage,Appellate,2019-07-24,2019-08-23,2019-10-18,2020-03-02,Judgment for Defendant,False,36522.55
CIV-106414,Eviction,Appellate,2023-10-16,2023-10-27,2024-01-30,2024-05-24,Settled,False,0.0
CIV-106415,Small Claims,Federal District,2020-07-25,2020-08-08,2020-10-12,2021-02-11,Judgment for Plaintiff,True,23249.0
CIV-106416,Eviction,Federal District,2018-02-27,2018-03-29,2018-07-16,2018-09-17,Dismissed,False,38429.16
CIV-106417,Small Claims,Municipal,2018-01-08,2018-01-25,2018-05-23,2018-09-09,Default Judgment,False,38800.26
CIV-106418,Employment Dispute,State,2016-10-18,2016-11-05,2017-01-20,2017-04-19,Transferred,False,6450.57
CIV-106419,Personal Injury,Superior,2019-03-13,2019-04-07,2019-05-13,2019-08-02,Dismissed,True,97855.81
CIV-106420,Family Law,Municipal,2018-11-16,2018-11-30,2018-12-24,2019-02-19,Settled,False,47744.72
CIV-106421,Eviction,Appellate,2018-05-01,2018-05-11,2018-07-18,2019-01-11,Settled,True,62249.06
CIV-106422,Personal Injury,Federal District,2023-05-19,2023-05-23,2023-08-02,2023-12-07,Transferred,False,88172.12
CIV-106423,Housing Code Violation,Superior,2018-11-19,2018-12-06,2019-02-23,2019-06-20,Transferred,True,63641.68
CIV-106424,Debt Collection,Municipal,2023-06-05,2023-06-16,2023-09-23,2024-02-26,Default Judgment,False,27750.0
CIV-106425,Property Damage,Federal District,2020-01-24,2020-01-31,2020-04-28,2020-09-27,Transferred,False,48966.78
CIV-106426,Small Claims,Federal District,2019-07-27,2019-08-07,2019-10-12,2020-03-14,Dismissed,False,89871.98
CIV-106427,Medical Malpractice,Municipal,2023-04-23,2023-05-03,2023-06-15,2023-08-22,Dismissed,True,26439.75
CIV-106428,Debt Collection,Municipal,2018-07-06,2018-07-09,2018-10-01,2018-12-02,Judgment for Plaintiff,True,43483.06
CIV-106429,Personal Injury,Appellate,2018-06-28,2018-07-16,2018-08-27,2018-09-27,Dismissed,False,83283.55
CIV-106430,Debt Collection,Superior,2022-06-27,2022-07-10,2022-08-21,2022-10-20,Judgment for Plaintiff,True,0.0
CIV-106431,Contract Dispute,Municipal,2020-07-09,2020-08-01,2020-09-24,2020-12-08,Judgment for Plaintiff,False,27970.85
CIV-106432,Personal Injury,Superior,2022-07-20,2022-07-24,2022-09-20,2023-01-04,Judgment for Defendant,True,42833.2
CIV-106433,Eviction,Superior,2020-10-21,2020-10-30,2020-11-09,2020-12-31,Dismissed,False,2052.33
CIV-106434,Medical Malpractice,Appellate,2015-01-24,2015-02-09,2015-03-05,2015-08-28,Transferred,True,30259.71
CIV-106435,Medical Malpractice,Municipal,2018-11-13,2018-11-17,2019-01-05,2019-07-03,Judgment for Plaintiff,False,77592.85
CIV-106436,Employment Dispute,Federal District,2021-01-31,2021-02-16,2021-06-15,2021-09-07,Dismissed,False,39707.29
CIV-106437,Contract Dispute,Federal District,2023-02-23,2023-02-26,2023-06-24,2023-12-03,Judgment for Plaintiff,True,0.0
CIV-106438,Housing Code Violation,Superior,2020-10-25,2020-11-23,2020-12-11,2021-04-17,Default Judgment,True,0.0
CIV-106439,Small Claims,Federal District,2023-01-01,2023-01-07,2023-02-11,2023-03-18,Dismissed,False,0.0
CIV-106440,Debt Collection,Superior,2023-11-01,2023-11-11,2024-02-21,2024-06-28,Judgment for Plaintiff,True,66468.23
CIV-106441,Medical Malpractice,Municipal,2019-03-27,2019-04-18,2019-04-28,2019-08-02,Transferred,True,83944.43
CIV-106442,Contract Dispute,State,2020-05-17,2020-05-25,2020-07-01,2020-08-13,Judgment for Defendant,False,99471.26
CIV-106443,Family Law,State,2020-02-15,2020-02-21,2020-03-23,2020-06-13,Judgment for Defendant,False,83199.28
CIV-106444,Contract Dispute,Superior,2016-08-21,2016-09-20,2016-12-22,2017-04-29,Default Judgment,True,23765.48
CIV-106445,Property Damage,Appellate,2017-05-13,2017-05-24,2017-09-18,2017-11-23,Transferred,False,21000.08
CIV-106446,Eviction,Federal District,2023-11-26,2023-12-23,2024-04-08,2024-08-04,Judgment for Defendant,True,0.0
CIV-106447,Small Claims,Federal District,2019-02-21,2019-02-25,2019-03-31,2019-07-27,Judgment for Defendant,False,6394.03
CIV-106448,Small Claims,Federal District,2019-04-05,2019-05-02,2019-05-19,2019-06-24,Default Judgment,False,25898.31
CIV-106449,Debt Collection,State,2015-02-15,2015-03-10,2015-04-29,2015-06-20,Dismissed,False,79217.0
CIV-106450,Eviction,Appellate,2021-10-26,2021-11-15,2022-03-14,2022-05-05,Judgment for Plaintiff,False,5413.51
CIV-106451,Debt Collection,State,2022-03-10,2022-04-04,2022-05-04,2022-09-03,Judgment for Defendant,True,13153.0
CIV-106452,Property Damage,State,2023-06-10,2023-07-01,2023-09-22,2023-12-07,Default Judgment,False,85168.2
CIV-106453,Housing Code Violation,Federal District,2021-10-31,2021-11-30,2022-02-26,2022-05-15,Judgment for Plaintiff,False,90517.05
CIV-106454,Personal Injury,Appellate,2021-05-04,2021-05-10,2021-06-08,2021-09-29,Judgment for Plaintiff,False,59850.45
CIV-106455,Employment Dispute,Superior,2021-12-25,2022-01-09,2022-03-18,2022-07-16,Judgment for Plaintiff,True,84677.11
CIV-106456,Employment Dispute,State,2020-10-02,2020-10-24,2021-01-21,2021-05-16,Default Judgment,True,41080.2
CIV-106457,Eviction,Municipal,2018-11-22,2018-12-17,2019-02-23,2019-04-08,Transferred,True,13198.22
CIV-106458,Family Law,Superior,2015-10-20,2015-10-28,2015-12-05,2016-05-15,Settled,False,30479.97
CIV-106459,Debt Collection,Superior,2023-04-08,2023-04-25,2023-06-01,2023-09-24,Judgment for Defendant,False,52874.57
CIV-106460,Housing Code Violation,State,2022-01-19,2022-01-27,2022-04-26,2022-09-11,Default Judgment,True,37479.0
CIV-106461,Medical Malpractice,State,2018-03-18,2018-03-25,2018-04-08,2018-06-26,Judgment for Plaintiff,True,0.0
CIV-106462,Debt Collection,Appellate,2018-12-12,2018-12-15,2019-02-25,2019-05-16,Judgment for Defendant,True,0.0
CIV-106463,Small Claims,State,2019-11-07,2019-11-25,2020-03-06,2020-08-29,Transferred,False,96267.34
CIV-106464,Personal Injury,Municipal,2020-05-02,2020-05-27,2020-07-17,2020-11-30,Default Judgment,True,8145.14
CIV-106465,Property Damage,State,2023-12-25,2024-01-01,2024-04-24,2024-05-29,Dismissed,True,34155.98
CIV-106466,Employment Dispute,Federal District,2019-01-28,2019-02-01,2019-03-05,2019-04-28,Default Judgment,True,15752.53
CIV-106467,Debt Collection,State,2018-12-25,2019-01-24,2019-03-08,2019-05-02,Settled,False,0.0
CIV-106468,Personal Injury,Superior,2022-01-15,2022-01-20,2022-03-23,2022-05-24,Judgment for Plaintiff,False,47743.11
CIV-106469,Medical Malpractice,Municipal,2018-10-08,2018-10-29,2018-11-12,2019-02-18,Default Judgment,False,86256.29
CIV-106470,Personal Injury,Municipal,2020-07-15,2020-08-02,2020-10-15,2020-11-22,Transferred,False,0.0
CIV-106471,Housing Code Violation,Superior,2016-02-16,2016-02-23,2016-03-26,2016-08-11,Settled,True,0.0
CIV-106472,Medical Malpractice,Superior,2022-12-02,2022-12-24,2023-02-22,2023-05-11,Judgment for Plaintiff,False,4541.98
CIV-106473,Eviction,Municipal,2017-02-26,2017-03-21,2017-05-19,2017-11-09,Dismissed,False,56973.43
CIV-106474,Personal Injury,Superior,2017-10-10,2017-10-16,2017-11-20,2018-05-09,Judgment for Plaintiff,False,45680.01
CIV-106475,Property Damage,Appellate,2021-04-09,2021-05-03,2021-07-12,2021-11-30,Dismissed,True,0.0
CIV-106476,Small Claims,State,2018-09-12,2018-09-26,2018-11-11,2018-12-16,Dismissed,False,97832.71
CIV-106477,Family Law,Federal District,2021-09-22,2021-10-16,2021-12-12,2022-01-14,Judgment for Defendant,False,0.0
CIV-106478,Eviction,Federal District,2019-05-25,2019-06-13,2019-09-04,2020-02-25,Dismissed,True,0.0
CIV-106479,Family Law,Superior,2022-01-14,2022-02-02,2022-03-21,2022-09-10,Judgment for Defendant,True,96340.21
CIV-106480,Contract Dispute,State,2015-12-08,2015-12-28,2016-04-05,2016-05-07,Judgment for Plaintiff,True,11751.32
CIV-106481,Eviction,Appellate,2018-08-31,2018-09-17,2019-01-02,2019-05-13,Settled,False,16999.13
CIV-106482,Small Claims,Federal District,2020-04-23,2020-04-25,2020-05-21,2020-10-27,Judgment for Defendant,False,0.0
CIV-106483,Medical Malpractice,Federal District,2020-08-16,2020-08-30,2020-12-21,2021-06-05,Transferred,False,9344.94
CIV-106484,Employment Dispute,Superior,2016-10-23,2016-11-22,2016-12-10,2017-01-24,Dismissed,False,0.0
CIV-106485,Small Claims,Appellate,2017-11-02,2017-11-29,2018-02-06,2018-04-29,Transferred,False,29372.91
CIV-106486,Medical Malpractice,Appellate,2017-04-03,2017-04-06,2017-04-18,2017-08-13,Judgment for Defendant,True,93258.37
CIV-106487,Family Law,Superior,2022-08-18,2022-08-20,2022-11-22,2023-01-27,Default Judgment,False,92106.47
CIV-106488,Housing Code Violation,Appellate,2021-02-13,2021-03-04,2021-06-19,2021-10-11,Default Judgment,False,98871.4
CIV-106489,Property Damage,State,2020-11-05,2020-11-15,2020-12-21,2021-03-26,Dismissed,False,77029.53
CIV-106490,Medical Malpractice,Federal District,2016-11-15,2016-12-09,2016-12-31,2017-03-14,Judgment for Defendant,True,64448.3
CIV-106491,Personal Injury,Federal District,2023-07-16,2023-07-17,2023-10-31,2024-04-09,Dismissed,False,57637.55
CIV-106492,Personal Injury,Superior,2023-01-30,2023-02-23,2023-06-06,2023-12-02,Dismissed,False,0.0
CIV-106493,Housing Code Violation,Superior,2018-04-10,2018-04-11,2018-06-05,2018-07-20,Dismissed,True,0.0
CIV-106494,Property Damage,Federal District,2022-07-25,2022-08-03,2022-10-13,2023-01-20,Transferred,False,0.0
CIV-106495,Property Damage,State,2023-10-15,2023-10-29,2023-12-10,2024-01-27,Judgment for Defendant,False,32366.73
CIV-106496,Property Damage,Superior,2017-12-29,2018-01-21,2018-02-28,2018-08-24,Judgment for Plaintiff,True,72527.92
CIV-106497,Debt Collection,Municipal,2015-02-23,2015-03-23,2015-05-09,2015-07-10,Default Judgment,True,70929.8
CIV-106498,Small Claims,Appellate,2018-02-06,2018-02-11,2018-04-09,2018-07-08,Default Judgment,False,0.0
CIV-106499,Housing Code Violation,State,2017-01-30,2017-02-14,2017-06-05,2017-10-23,Dismissed,True,55118.26
CIV-106500,Employment Dispute,Municipal,2016-11-08,2016-11-13,2017-01-01,2017-05-09,Judgment for Plaintiff,True,0.0
CIV-106501,Contract Dispute,State,2021-01-08,2021-01-10,2021-04-07,2021-09-08,Dismissed,False,2023.04
CIV-106502,Personal Injury,Superior,2019-11-19,2019-12-11,2020-01-21,2020-05-21,Default Judgment,True,34486.88
CIV-106503,Contract Dispute,State,2017-05-23,2017-05-31,2017-06-25,2017-11-14,Transferred,False,0.0
CIV-106504,Contract Dispute,Federal District,2017-09-06,2017-09-22,2017-12-17,2018-05-17,Judgment for Defendant,True,64893.5
CIV-106505,Housing Code Violation,Appellate,2020-03-30,2020-04-24,2020-07-04,2020-10-30,Settled,False,9098.46
CIV-106506,Medical Malpractice,State,2016-07-20,2016-07-22,2016-10-27,2016-12-25,Settled,True,20370.03
CIV-106507,Employment Dispute,Superior,2017-02-02,2017-02-13,2017-04-12,2017-10-06,Judgment for Defendant,False,0.0
CIV-106508,Personal Injury,Superior,2015-10-03,2015-10-10,2015-11-19,2016-01-05,Dismissed,False,61213.73
CIV-106509,Property Damage,State,2021-01-18,2021-02-12,2021-06-03,2021-09-18,Judgment for Defendant,False,37111.51
CIV-106510,Eviction,Superior,2017-05-19,2017-05-20,2017-08-13,2017-09-19,Transferred,True,35900.41
CIV-106511,Employment Dispute,Appellate,2019-04-10,2019-05-01,2019-06-23,2019-09-11,Judgment for Defendant,True,30959.14
CIV-106512,Debt Collection,Superior,2022-12-01,2022-12-08,2023-01-29,2023-03-21,Settled,True,64071.76
CIV-106513,Debt Collection,Federal District,2017-05-20,2017-05-25,2017-07-15,2017-10-08,Transferred,False,0.0
CIV-106514,Eviction,Superior,2023-01-14,2023-02-03,2023-04-11,2023-10-03,Default Judgment,False,44093.53
CIV-106515,Medical Malpractice,State,2018-07-15,2018-08-02,2018-09-11,2018-12-06,Dismissed,False,68494.9
CIV-106516,Personal Injury,State,2018-04-20,2018-04-21,2018-06-25,2018-10-06,Settled,True,4570.45
CIV-106517,Eviction,Municipal,2018-06-16,2018-06-25,2018-09-01,2019-02-06,Judgment for Defendant,False,40288.01
CIV-106518,Eviction,Superior,2016-08-03,2016-08-19,2016-11-18,2016-12-23,Default Judgment,True,86632.95
CIV-106519,Small Claims,Appellate,2022-07-30,2022-08-11,2022-09-06,2023-01-11,Settled,False,0.0
CIV-106520,Property Damage,Appellate,2016-11-15,2016-11-30,2016-12-29,2017-02-15,Judgment for Plaintiff,False,0.0
CIV-106521,Housing Code Violation,Appellate,2017-04-10,2017-04-23,2017-07-04,2017-11-18,Default Judgment,False,30924.88
CIV-106522,Employment Dispute,Federal District,2020-05-17,2020-06-07,2020-10-04,2020-12-20,Default Judgment,False,0.0
CIV-106523,Eviction,State,2015-01-20,2015-02-18,2015-06-08,2015-07-30,Settled,True,77600.62
CIV-106524,Property Damage,Municipal,2023-04-06,2023-05-02,2023-08-12,2024-01-29,Judgment for Defendant,True,95024.86
CIV-106525,Small Claims,Federal District,2022-06-22,2022-07-20,2022-09-29,2022-11-28,Judgment for Defendant,True,60489.97
CIV-106526,Medical Malpractice,Municipal,2021-12-27,2021-12-31,2022-04-29,2022-10-14,Judgment for Plaintiff,False,95112.66
CIV-106527,Housing Code Violation,Superior,2019-08-31,2019-09-24,2019-10-09,2019-12-31,Default Judgment,False,0.0
CIV-106528,Housing Code Violation,State,2016-09-07,2016-09-20,2016-10-03,2017-02-17,Settled,False,71213.99
CIV-106529,Contract Dispute,Federal District,2015-10-21,2015-10-31,2016-02-17,2016-04-08,Judgment for Defendant,False,93595.5
CIV-106530,Property Damage,Superior,2021-11-24,2021-11-30,2022-02-27,2022-05-16,Judgment for Defendant,True,0.0
CIV-106531,Employment Dispute,Federal District,2020-08-29,2020-09-09,2020-12-29,2021-02-08,Dismissed,True,70493.71
